Plot_ID,Plant_ID,Species_CN,Pla_Spo,Pot,Pub_Pri,Street
331,T04,南天竹,P,N,N,N
331,T03,夏椿,P,N,N,N
332,T01,黑松,P,N,N,N
338,T01,罗汉松,P,N,N,N
338,T02,南天竹,P,N,N,N
338,T03,枇杷,P,N,N,N
343,T02,木瓜,P,N,N,N
343,T09,茶梅,P,N,N,N
343,T11,厚皮香,P,N,N,N
343,T10,鸡爪槭,P,N,N,N
343,T03,木犀,P,N,N,N
343,T04,木犀,P,N,N,N
343,T05,木犀,P,N,N,N
343,T06,木犀,P,N,N,N
343,T07,木犀,P,N,N,N
343,T01,南天竹,P,N,N,N
343,T08,南天竹,P,N,N,N
341,T01,四照花,P,N,N,N
161,T01,连香树,P,N,N,N
161,T02,木犀,P,N,N,N
161,T04,木犀,P,N,N,N
161,T06,木犀,P,N,N,N
161,T08,木犀,P,N,N,N
161,T03,青冈,P,N,N,N
161,T05,青冈,P,N,N,N
161,T07,青冈,P,N,N,N
161,T09,青冈,P,N,N,N
76,T01,鸡爪槭,P,N,N,N
15,T12,日本扁柏,P,N,N,N
15,T13,山茶,P,N,N,N
15,T14,樟树,P,N,N,N
15,T15,茶梅,P,N,N,N
15,T16,茶梅,P,N,N,N
15,T17,樟树,P,N,N,N
15,T18,日本柳杉,P,N,N,N
15,T19,马醉木,P,N,N,N
15,T20,山茶,P,N,N,N
15,T21,日本女贞,P,N,N,N
15,T22,日本女贞,P,N,N,N
15,T23,日本扁柏,P,N,N,N
15,T24,山茶,P,N,N,N
15,T25,柊树,P,N,N,N
15,T26,大叶冬青,P,N,N,N
15,T27,日本女贞,P,N,N,N
15,T28,日本扁柏,P,N,N,N
15,T29,日本扁柏,P,N,N,N
15,T30,茶梅,P,N,N,N
15,T31,木犀,P,N,N,N
131,T01,网脉丁香,P,N,N,Y
131,T02,木犀,P,N,N,Y
131,T03,青冈,P,N,N,Y
131,T04,青冈,P,N,N,Y
131,T05,樟树,P,N,Y,Y
131,T06,紫薇,P,N,Y,Y
131,T07,樟树,P,N,Y,Y
131,T08,木犀,P,N,Y,Y
131,T09,三裂树参,P,N,Y,Y
131,T10,三裂树参,P,N,Y,Y
131,T11,三裂树参,P,N,Y,Y
48,T01,糙叶树,S,N,Y,N
48,T04,青冈,S,N,Y,N
48,T06,青冈,S,N,Y,N
48,T02,樟树,S,N,Y,N
48,T03,樟树,S,N,Y,N
48,T05,樟树,S,N,Y,N
52,T01,柿,S,N,Y,N
66,T16,糙叶树,S,N,Y,N
66,T02,鸡爪槭,S,N,Y,N
66,T03,鸡爪槭,S,N,Y,N
66,T07,鸡爪槭,S,N,Y,N
66,T04,榉树,S,N,Y,N
66,T08,榉树,S,N,Y,N
66,T01,朴树,S,N,Y,N
66,T09,朴树,S,N,Y,N
66,T14,朴树,S,N,Y,N
66,T05,青冈,S,N,Y,N
66,T13,青木,S,N,Y,N
66,T15,青木,S,N,Y,N
66,T12,日本女贞,S,N,Y,N
66,T06,小叶青冈,S,N,Y,N
66,T10,樟树,S,N,Y,N
66,T11,樟树,S,N,Y,N
66,T17,樟树,S,N,Y,N
158,T01,朴树,S,N,Y,Y
164,T01,樟树,S,N,Y,N
167,T04,染井吉野樱,S,N,Y,N
172,T01,日本栗,S,N,Y,Y
172,T02,香橙,S,N,Y,Y
201,T08,冬青卫矛,S,N,Y,N
201,T09,冬青卫矛,S,N,Y,N
201,T10,冬青卫矛,S,N,Y,N
201,T01,糙叶树,S,N,Y,N
201,T05,糙叶树,S,N,Y,N
201,T11,糙叶树,S,N,Y,N
201,T12,榉树,S,N,Y,N
201,T13,榉树,S,N,Y,N
201,T14,榉树,S,N,Y,N
201,T16,榉树,S,N,Y,N
201,T07,女贞,S,N,Y,N
201,T03,枇杷,S,N,Y,N
201,T15,枇杷,S,N,Y,N
201,T06,朴树,S,N,Y,N
201,T02,柿,S,N,Y,N
201,T04,柿,S,N,Y,N
201,T17,银杏,S,N,Y,N
204,T02,樟树,S,N,Y,N
219,T03,糙叶树,S,N,Y,N
219,T06,糙叶树,S,N,Y,N
219,T11,糙叶树,S,N,Y,N
219,T14,糙叶树,S,N,Y,N
219,T31,糙叶树,S,N,Y,N
219,T32,糙叶树,S,N,Y,N
219,T29,青冈,S,N,Y,N
219,T38,青冈,S,N,Y,N
219,T42,香椿,S,N,Y,N
219,T43,香椿,S,N,Y,N
245,T03,楝,S,N,Y,Y
245,T01,野梧桐,S,N,Y,Y
245,T02,野梧桐,S,N,Y,Y
245,T04,野梧桐,S,N,Y,Y
245,T05,野梧桐,S,N,Y,N
245,T06,野梧桐,S,N,Y,N
245,T07,野梧桐,S,N,Y,N
203,T05,榉树,P,N,Y,N
203,T01,三角槭,P,N,Y,Y
203,T02,樟树,P,N,Y,Y
203,T03,樟树,P,N,Y,Y
203,T04,樟树,P,N,Y,N
6,T04,光蜡树,P,N,Y,N
6,T08,野茉莉,P,N,Y,N
6,T05,光蜡树,P,N,Y,N
6,T06,光蜡树,P,N,Y,N
6,T09,光蜡树,P,N,Y,N
6,T02,槐,P,N,Y,Y
6,T03,连香树,P,N,Y,N
6,T07,小叶青冈,P,N,Y,N
18,T01,榉树,P,N,Y,Y
18,T02,银杏,P,N,Y,Y
18,T03,银杏,P,N,Y,Y
24,T16,三角槭,P,N,Y,Y
24,T17,三角槭,P,N,Y,Y
36,T02,大花四照花,P,N,Y,Y
36,T03,大花四照花,P,N,Y,Y
36,T04,大花四照花,P,N,Y,Y
36,T05,大花四照花,P,N,Y,Y
36,T07,大花四照花,P,N,Y,Y
36,T08,大花四照花,P,N,Y,Y
36,T09,大花四照花,P,N,Y,Y
36,T01,紫薇,P,N,Y,Y
36,T06,紫薇,P,N,Y,Y
47,T01,赤松,P,N,Y,N
47,T05,赤松,P,N,Y,N
47,T02,黑松,P,N,Y,N
47,T06,黑松,P,N,Y,N
47,T07,黑松,P,N,Y,N
47,T03,鸡爪槭,P,N,Y,N
47,T04,鸡爪槭,P,N,Y,N
52,T02,青冈,P,N,Y,N
52,T03,青冈,P,N,Y,N
52,T04,青冈,P,N,Y,N
52,T05,青冈,P,N,Y,N
52,T06,青冈,P,N,Y,N
52,T07,青冈,P,N,Y,N
52,T08,青冈,P,N,Y,N
52,T09,青冈,P,N,Y,N
52,T10,青冈,P,N,Y,N
52,T11,青冈,P,N,Y,N
52,T12,青冈,P,N,Y,N
52,T13,青冈,P,N,Y,N
52,T14,青冈,P,N,Y,N
52,T15,青冈,P,N,Y,N
52,T16,青冈,P,N,Y,N
52,T17,青冈,P,N,Y,N
52,T18,青冈,P,N,Y,N
52,T19,青冈,P,N,Y,N
52,T20,青冈,P,N,Y,N
52,T21,青冈,P,N,Y,N
52,T22,青冈,P,N,Y,N
52,T23,青冈,P,N,Y,N
52,T24,青冈,P,N,Y,N
52,T25,青冈,P,N,Y,N
52,T26,青冈,P,N,Y,N
52,T27,青冈,P,N,Y,N
54,T01,银杏,P,N,Y,Y
55,T03,红山樱,P,N,Y,N
55,T04,红山樱,P,N,Y,N
55,T02,南天竹,P,N,Y,N
55,T01,女贞,P,N,Y,N
63,T08,木犀,P,N,Y,N
63,T09,木犀,P,N,Y,N
63,T10,木犀,P,N,Y,N
74,T20,珊瑚树,P,N,Y,N
74,T21,珊瑚树,P,N,Y,N
74,T22,珊瑚树,P,N,Y,N
74,T23,珊瑚树,P,N,Y,N
76,T08,鸡爪槭,P,N,Y,N
76,T09,染井吉野樱,P,N,Y,N
81,T25,白背栎,P,N,Y,N
81,T26,白背栎,P,N,Y,N
81,T27,白背栎,P,N,Y,N
81,T28,白背栎,P,N,Y,N
81,T29,白背栎,P,N,Y,N
81,T30,白背栎,P,N,Y,N
81,T31,白背栎,P,N,Y,N
81,T32,白背栎,P,N,Y,N
81,T33,白背栎,P,N,Y,N
81,T34,白背栎,P,N,Y,N
81,T05,鸡爪槭,P,N,Y,N
81,T09,鸡爪槭,P,N,Y,N
81,T11,鸡爪槭,P,N,Y,N
81,T12,鸡爪槭,P,N,Y,N
81,T08,江户彼岸樱,P,N,Y,N
81,T01,日本柳杉,P,N,Y,N
81,T02,日本柳杉,P,N,Y,N
81,T03,日本柳杉,P,N,Y,N
81,T04,日本柳杉,P,N,Y,N
81,T13,日本柳杉,P,N,Y,N
81,T14,日本柳杉,P,N,Y,N
81,T15,日本柳杉,P,N,Y,N
81,T16,日本柳杉,P,N,Y,N
81,T17,日本柳杉,P,N,Y,N
81,T18,日本柳杉,P,N,Y,N
81,T19,日本柳杉,P,N,Y,N
81,T20,日本柳杉,P,N,Y,N
81,T21,日本柳杉,P,N,Y,N
81,T22,日本柳杉,P,N,Y,N
81,T23,日本柳杉,P,N,Y,N
81,T24,日本柳杉,P,N,Y,N
81,T10,日本七叶树,P,N,Y,N
81,T06,四照花,P,N,Y,N
81,T07,四照花,P,N,Y,N
83,T12,光叶石楠,P,N,Y,Y
83,T13,日本扁柏,P,N,Y,Y
93,T03,青冈,P,N,Y,N
93,T05,青冈,P,N,Y,N
93,T06,青冈,P,N,Y,N
93,T01,染井吉野樱,P,N,Y,N
93,T02,染井吉野樱,P,N,Y,N
93,T04,染井吉野樱,P,N,Y,N
100,T01,榉树,P,N,Y,N
100,T02,榉树,P,N,Y,N
100,T03,榉树,P,N,Y,N
100,T04,榉树,P,N,Y,N
100,T05,榉树,P,N,Y,N
100,T06,乌桕,P,N,Y,N
100,T07,乌桕,P,N,Y,N
129,T07,鸡爪槭,P,N,Y,Y
129,T09,鸡爪槭,P,N,Y,Y
129,T10,鸡爪槭,P,N,Y,Y
129,T06,女贞,P,N,Y,Y
129,T08,山茶,P,N,Y,Y
133,T04,榉树,P,N,Y,N
133,T02,染井吉野樱,P,N,Y,N
133,T01,三角槭,P,N,Y,Y
133,T03,三角槭,P,N,Y,Y
133,T05,三角槭,P,N,Y,Y
136,T01,茶梅,P,N,Y,Y
136,T02,小叶青冈,P,N,Y,Y
139,T01,紫薇,P,N,Y,Y
146,T01,小叶青冈,P,N,Y,N
146,T02,小叶青冈,P,N,Y,N
150,T09,日本花柏,P,N,Y,Y
150,T07,厚皮香,P,N,Y,Y
150,T06,鸡爪槭,P,N,Y,Y
150,T08,山茶,P,N,Y,Y
150,T01,小叶青冈,P,N,Y,N
150,T02,杨梅,P,N,Y,N
150,T03,银杏,P,N,Y,Y
150,T04,银杏,P,N,Y,Y
150,T05,银杏,P,N,Y,Y
157,T04,鸡爪槭,P,N,Y,N
157,T05,鸡爪槭,P,N,Y,N
157,T01,平户杜鹃,P,N,Y,N
157,T02,平户杜鹃,P,N,Y,N
157,T03,平户杜鹃,P,N,Y,N
157,T06,平户杜鹃,P,N,Y,N
157,T07,平户杜鹃,P,N,Y,N
158,T02,铁冬青,P,N,Y,Y
158,T04,铁冬青,P,N,Y,Y
158,T05,北美鹅掌楸,P,N,Y,Y
158,T06,北美鹅掌楸,P,N,Y,Y
158,T07,北美鹅掌楸,P,N,Y,Y
158,T08,北美鹅掌楸,P,N,Y,Y
158,T09,北美鹅掌楸,P,N,Y,Y
158,T03,小叶青冈,P,N,Y,Y
163,T02,大花四照花,P,N,Y,Y
163,T03,大花四照花,P,N,Y,Y
163,T04,染井吉野樱,P,N,Y,Y
163,T01,桑,P,N,Y,Y
164,T02,大叶早樱,P,N,Y,N
167,T22,滨柃,P,N,Y,N
167,T23,滨柃,P,N,Y,N
167,T24,滨柃,P,N,Y,N
167,T25,滨柃,P,N,Y,N
167,T26,滨柃,P,N,Y,N
167,T28,滨柃,P,N,Y,N
167,T37,北美鹅掌楸,P,N,Y,Y
167,T38,北美鹅掌楸,P,N,Y,Y
167,T39,北美鹅掌楸,P,N,Y,Y
167,T40,北美鹅掌楸,P,N,Y,Y
167,T19,茶梅,P,N,Y,N
167,T20,茶梅,P,N,Y,N
167,T21,茶梅,P,N,Y,N
167,T05,厚皮香,P,N,Y,N
167,T06,厚皮香,P,N,Y,N
167,T07,厚皮香,P,N,Y,N
167,T08,厚皮香,P,N,Y,N
167,T09,厚皮香,P,N,Y,N
167,T10,厚皮香,P,N,Y,N
167,T12,夹竹桃,P,N,Y,N
167,T14,夹竹桃,P,N,Y,N
167,T16,夹竹桃,P,N,Y,N
167,T17,夹竹桃,P,N,Y,N
167,T18,夹竹桃,P,N,Y,N
167,T32,夹竹桃,P,N,Y,N
167,T33,夹竹桃,P,N,Y,N
167,T34,夹竹桃,P,N,Y,N
167,T35,夹竹桃,P,N,Y,N
167,T27,女贞,P,N,Y,N
167,T36,染井吉野樱,P,N,Y,N
167,T29,乌桕,P,N,Y,N
167,T30,小叶青冈,P,N,Y,N
167,T31,小叶青冈,P,N,Y,N
167,T02,圆柏,P,N,Y,N
167,T03,圆柏,P,N,Y,N
167,T11,圆柏,P,N,Y,N
167,T13,圆柏,P,N,Y,N
167,T15,圆柏,P,N,Y,N
172,T03,樟树,P,N,Y,Y
172,T04,樟树,P,N,Y,Y
172,T05,樟树,P,N,Y,Y
204,T04,大花六道木,P,N,Y,N
204,T08,檵木,P,N,Y,N
204,T05,木槿,P,N,Y,N
204,T06,木犀,P,N,Y,N
204,T01,染井吉野樱,P,N,Y,N
204,T09,染井吉野樱,P,N,Y,Y
204,T10,杨梅,P,N,Y,Y
204,T03,紫薇,P,N,Y,N
204,T07,紫薇,P,N,Y,N
213,T05,三裂树参,P,N,Y,N
213,T03,香橙,P,N,Y,N
213,T04,香橙,P,N,Y,N
219,T01,女贞,P,N,Y,N
219,T02,女贞,P,N,Y,N
219,T04,女贞,P,N,Y,N
219,T05,女贞,P,N,Y,N
219,T07,女贞,P,N,Y,N
219,T08,女贞,P,N,Y,N
219,T09,女贞,P,N,Y,N
219,T10,女贞,P,N,Y,N
219,T12,女贞,P,N,Y,N
219,T13,女贞,P,N,Y,N
219,T15,女贞,P,N,Y,N
219,T16,女贞,P,N,Y,N
219,T17,女贞,P,N,Y,N
219,T18,女贞,P,N,Y,N
219,T19,女贞,P,N,Y,N
219,T20,女贞,P,N,Y,N
219,T21,女贞,P,N,Y,N
219,T22,女贞,P,N,Y,N
219,T23,女贞,P,N,Y,N
219,T24,女贞,P,N,Y,N
219,T25,女贞,P,N,Y,N
219,T34,女贞,P,N,Y,N
219,T30,青冈,P,N,Y,N
219,T33,青冈,P,N,Y,N
219,T35,青冈,P,N,Y,N
219,T36,青冈,P,N,Y,N
219,T37,青冈,P,N,Y,N
219,T39,青冈,P,N,Y,N
219,T40,青冈,P,N,Y,N
219,T44,青冈,P,N,Y,N
219,T26,三角槭,P,N,Y,N
219,T27,三角槭,P,N,Y,N
219,T28,三角槭,P,N,Y,N
219,T41,樟树,P,N,Y,N
234,T03,红山樱,P,N,Y,Y
234,T04,染井吉野樱,P,N,Y,Y
244,T01,雪松,P,N,Y,N
245,T08,女贞,P,N,Y,N
245,T09,女贞,P,N,Y,N
245,T10,女贞,P,N,Y,N
245,T11,女贞,P,N,Y,N
245,T12,珊瑚树,P,N,Y,N
260,T01,银杏,P,N,Y,Y
264,T02,南天竹,P,N,Y,N
264,T03,乌冈栎,P,N,Y,N
264,T01,雪松,P,N,Y,N
264,T04,银杏,P,N,Y,N
264,T05,银杏,P,N,Y,N
264,T06,银杏,P,N,Y,N
268,T02,大花四照花,P,N,Y,Y
285,T04,山茶,P,N,Y,N
285,T06,山茶,P,N,Y,N
285,T07,山茶,P,N,Y,N
285,T08,山茶,P,N,Y,N
285,T09,鸡爪槭,P,N,Y,N
285,T10,江户彼岸樱,P,N,Y,N
285,T05,罗汉松,P,N,Y,N
285,T02,珊瑚树,P,N,Y,N
285,T03,珊瑚树,P,N,Y,N
297,T04,垂柳,P,N,Y,N
297,T01,染井吉野樱,P,N,Y,N
297,T02,色木槭,P,N,Y,N
297,T05,色木槭,P,N,Y,N
297,T03,紫薇,P,N,Y,N
299,T01,银杏,P,N,Y,Y
299,T02,圆柏,P,N,Y,Y
299,T03,圆柏,P,N,Y,Y
299,T04,圆柏,P,N,Y,Y
300,T04,榉树,P,N,Y,Y
300,T01,北美鹅掌楸,P,N,Y,Y
300,T02,北美鹅掌楸,P,N,Y,Y
300,T03,北美鹅掌楸,P,N,Y,Y
300,T05,榉树,P,N,Y,Y
300,T06,榉树,P,N,Y,Y
303,T02,青冈,P,N,Y,N
303,T03,染井吉野樱,P,N,Y,N
303,T01,小叶青冈,P,N,Y,N
305,T01,樟树,P,N,Y,N
311,T01,皱皮木瓜,P,N,Y,N
311,T03,赤松,P,N,Y,N
311,T08,富宁槭,P,N,Y,N
311,T02,富宁槭,P,N,Y,N
311,T14,富宁槭,P,N,Y,N
311,T10,黑松,P,N,Y,N
311,T12,黑松,P,N,Y,N
311,T11,木犀,P,N,Y,N
311,T13,木犀,P,N,Y,N
311,T15,木犀,P,N,Y,N
311,T16,木犀,P,N,Y,N
311,T17,木犀,P,N,Y,N
311,T18,木犀,P,N,Y,N
311,T04,南天竹,P,N,Y,N
311,T05,南天竹,P,N,Y,N
311,T06,南天竹,P,N,Y,N
311,T07,青冈,P,N,Y,N
311,T19,染井吉野樱,P,N,Y,N
311,T09,台湾十大功劳,P,N,Y,N
313,T01,三角槭,P,N,Y,Y
321,T02,鸡爪槭,P,N,Y,N
321,T01,榉树,P,N,Y,N
321,T03,榉树,P,N,Y,N
321,T04,染井吉野樱,P,N,Y,N
321,T05,染井吉野樱,P,N,Y,N
329,T01,银杏,P,N,Y,Y
329,T02,银杏,P,N,Y,Y
334,T05,榔榆,P,N,Y,N
334,T01,珊瑚树,P,N,Y,Y
334,T03,珊瑚树,P,N,Y,Y
334,T04,珊瑚树,P,N,Y,Y
334,T02,银杏,P,N,Y,Y
164,T03,荷花玉兰,P,N,Y,N
164,T04,荷花玉兰,P,N,Y,N
164,T05,荷花玉兰,P,N,Y,N
167,T01,小叶青冈,P,N,Y,N
