Plot_ID,Plant_ID,Tree_shrub,Species_CN,Stem,Area,Pla_spo,Pot,Pub_pri,Street
129,S12,Shrub,青冈,,0.64,Planted,Non_pot,Private,Non_street
130,S02,Shrub,蟹爪兰,,0.0625,Planted,Pot,Private,Non_street
130,S03,Shrub,绣球,,1.2,Planted,Pot,Private,Non_street
130,S08,Shrub,绣球,,0.36,Planted,Pot,Private,Non_street
130,S04,Shrub,菊花,,0.39,Planted,Pot,Private,Non_street
130,S05,Shrub,网脉丁香,,1,Planted,Pot,Private,Non_street
130,S06,Shrub,麒麟吐珠,,0.64,Planted,Pot,Private,Non_street
130,S09,Shrub,木香花,,0.16,Planted,Pot,Private,Non_street
130,S07,Shrub,鹅掌柴,,0.18,Planted,Pot,Private,Non_street
130,S01,Shrub,南天竹,,0.1225,Planted,Pot,Private,Non_street
130,S10,Shrub,天竺葵,,0.09,Planted,Pot,Private,Non_street
131,S13,Shrub,白棠子树,,0.09,Planted,Pot,Public,Street
131,S15,Shrub,迎春花,,0.09,Planted,Pot,Public,Street
131,S12,Shrub,南天竹,,0.09,Planted,Pot,Public,Street
131,S16,Shrub,秋海棠,,0.225,Planted,Pot,Public,Street
131,S11,Shrub,天竺葵,,0.09,Planted,Pot,Public,Street
131,S14,Shrub,泽八仙花,,0.04,Planted,Pot,Public,Street
131,S01,Shrub,圆柏,,0.36,Planted,Non_pot,Public,Street
131,S03,Shrub,圆柏,,0.48,Planted,Non_pot,Public,Street
131,S18,Shrub,迎春花,,0.12,Planted,Non_pot,Public,Street
131,S23,Shrub,冬青卫矛,,0.16,Planted,Non_pot,Public,Street
131,S08,Shrub,大花六道木,,0.27,Planted,Non_pot,Public,Street
131,S09,Shrub,大花六道木,,0.27,Planted,Non_pot,Public,Street
131,S04,Shrub,皋月杜鹃,,3.5,Planted,Non_pot,Public,Street
131,S05,Shrub,皋月杜鹃,,1,Planted,Non_pot,Public,Street
131,S06,Shrub,皋月杜鹃,,0.18,Planted,Non_pot,Public,Street
131,S07,Shrub,皋月杜鹃,,2.16,Planted,Non_pot,Public,Street
131,S10,Shrub,皋月杜鹃,,0.36,Planted,Non_pot,Public,Street
131,S22,Shrub,皋月杜鹃,,0.09,Planted,Non_pot,Public,Street
131,S21,Shrub,鸡爪槭,,0.12,Planted,Non_pot,Public,Street
131,S24,Shrub,六月雪,,0.25,Planted,Non_pot,Public,Street
131,S19,Shrub,南天竹,,0.24,Planted,Non_pot,Public,Street
131,S02,Shrub,十大功劳,,3.96,Planted,Non_pot,Public,Street
131,S20,Shrub,绣球,,0.6,Planted,Non_pot,Public,Street
131,S17,Shrub,樟树,,0.16,Planted,Non_pot,Public,Street
135,S01,Shrub,燕子掌,,0.09,Planted,Pot,Private,Non_street
135,S03,Shrub,海南龙血树,,0.09,Planted,Pot,Private,Non_street
135,S04,Shrub,绣球,,0.16,Planted,Pot,Private,Non_street
135,S09,Shrub,绣球,,0.25,Planted,Pot,Private,Non_street
135,S05,Shrub,久留美杜鹃,,0.09,Planted,Pot,Private,Non_street
135,S08,Shrub,久留美杜鹃,,0.09,Planted,Pot,Private,Non_street
135,S07,Shrub,月季花,,0.04,Planted,Pot,Private,Non_street
135,S15,Shrub,大果柏,,0.03,Planted,Pot,Private,Non_street
135,S10,Shrub,茶梅,,0.09,Planted,Pot,Private,Non_street
135,S12,Shrub,鸡爪槭,,0.3,Planted,Pot,Private,Non_street
135,S06,Shrub,四照花,,0.0625,Planted,Pot,Private,Non_street
135,S11,Shrub,四照花,,1.1,Planted,Pot,Private,Non_street
135,S02,Shrub,苏铁,,0.16,Planted,Pot,Private,Non_street
135,S16,Shrub,柊树,,0.36,Planted,Pot,Private,Non_street
135,S13,Shrub,木犀,,0.25,Planted,Non_pot,Private,Non_street
135,S14,Shrub,南天竹,,0.16,Planted,Non_pot,Private,Non_street
137,S02,Shrub,南天竹,,1.44,Planted,Non_pot,Private,Non_street
137,S01,Shrub,南天竹,,0.16,Planted,Non_pot,Private,Non_street
137,S03,Shrub,南天竹,,0.16,Planted,Non_pot,Private,Non_street
137,S04,Shrub,柊树,,0.01,Planted,Non_pot,Private,Non_street
138,S01,Shrub,南天竹,,0.16,Spontaneous,Non_pot,Private,Non_street
138,S02,Shrub,南天竹,,0.25,Spontaneous,Non_pot,Private,Non_street
138,S03,Shrub,南天竹,,0.25,Spontaneous,Non_pot,Private,Non_street
138,S04,Shrub,南天竹,,0.24,Spontaneous,Non_pot,Private,Non_street
138,S10,Shrub,南天竹,,0.36,Spontaneous,Non_pot,Private,Non_street
138,S09,Shrub,盐肤木,,0.54,Spontaneous,Non_pot,Private,Non_street
138,S07,Shrub,绣球,,1.44,Planted,Non_pot,Private,Non_street
138,S05,Shrub,南天竹,,0.16,Planted,Non_pot,Private,Non_street
138,S06,Shrub,南天竹,,0.24,Planted,Non_pot,Private,Non_street
138,S08,Shrub,南天竹,,0.09,Planted,Non_pot,Private,Non_street
139,S01,Shrub,平户杜鹃,,0.15,Planted,Non_pot,Private,Non_street
139,S03,Shrub,平户杜鹃,,0.81,Planted,Non_pot,Private,Non_street
139,S04,Shrub,平户杜鹃,,0.39,Planted,Non_pot,Private,Non_street
139,S02,Shrub,栀子,,0.7,Planted,Non_pot,Private,Non_street
141,S01,Shrub,南天竹,,0.12,Planted,Pot,Private,Non_street
141,S03,Shrub,绣球,,0.12,Planted,Pot,Private,Non_street
141,S04,Shrub,绣球,,0.09,Planted,Pot,Private,Non_street
141,S06,Shrub,月季花,,0.49,Planted,Pot,Private,Non_street
141,S02,Shrub,南天竹,,0.09,Planted,Pot,Private,Non_street
141,S05,Shrub,日本黄杨,,0.25,Planted,Pot,Private,Non_street
142,S07,Shrub,飘香藤,,0.045,Planted,Pot,Private,Non_street
142,S10,Shrub,茶梅,,0.64,Planted,Pot,Private,Non_street
142,S02,Shrub,木犀榄,,0.64,Planted,Pot,Private,Non_street
142,S03,Shrub,南天竹,,0.16,Planted,Pot,Private,Non_street
142,S01,Shrub,南天竹,,0.36,Planted,Pot,Private,Non_street
142,S11,Shrub,南天竹,,0.16,Planted,Pot,Private,Non_street
142,S12,Shrub,香橙,,0.1225,Planted,Pot,Private,Non_street
142,S08,Shrub,侧柏,,0.16,Planted,Non_pot,Private,Non_street
142,S05,Shrub,皋月杜鹃,,0.09,Planted,Non_pot,Private,Non_street
142,S06,Shrub,皋月杜鹃,,0.1,Planted,Non_pot,Private,Non_street
142,S04,Shrub,马缨丹,,0.04,Planted,Non_pot,Private,Non_street
142,S09,Shrub,南天竹,,0.16,Planted,Non_pot,Private,Non_street
143,S21,Shrub,榉树,,0.9,Spontaneous,Non_pot,Private,Non_street
143,S16,Shrub,樟树,,0.54,Spontaneous,Non_pot,Private,Non_street
143,S01,Shrub,木犀,,0.81,Planted,Pot,Private,Non_street
143,S12,Shrub,山茶,,1,Planted,Non_pot,Private,Non_street
143,S18,Shrub,山茶,,0.49,Planted,Non_pot,Private,Non_street
143,S19,Shrub,山茶,,1.4,Planted,Non_pot,Private,Non_street
143,S15,Shrub,山茶,,0.8,Planted,Non_pot,Private,Non_street
143,S03,Shrub,绣球,,1.82,Planted,Non_pot,Private,Non_street
143,S06,Shrub,绣球,,0.18,Planted,Non_pot,Private,Non_street
143,S09,Shrub,绣球,,1.8,Planted,Non_pot,Private,Non_street
143,S13,Shrub,大叶胡颓子,,0.63,Planted,Non_pot,Private,Non_street
143,S20,Shrub,月季花,,0.16,Planted,Non_pot,Private,Non_street
143,S02,Shrub,皋月杜鹃,,1,Planted,Non_pot,Private,Non_street
143,S11,Shrub,厚皮香,,0.64,Planted,Non_pot,Private,Non_street
143,S17,Shrub,柃木,,0.36,Planted,Non_pot,Private,Non_street
143,S04,Shrub,南天竹,,0.36,Planted,Non_pot,Private,Non_street
143,S14,Shrub,南天竹,,0.49,Planted,Non_pot,Private,Non_street
143,S05,Shrub,平户杜鹃,,1.69,Planted,Non_pot,Private,Non_street
143,S07,Shrub,平户杜鹃,,0.3,Planted,Non_pot,Private,Non_street
143,S08,Shrub,台湾十大功劳,,0.6,Planted,Non_pot,Private,Non_street
143,S10,Shrub,栀子,,0.12,Planted,Non_pot,Private,Non_street
144,S01,Shrub,石斑木,,0.09,Planted,Non_pot,Private,Non_street
144,S02,Shrub,石斑木,,0.09,Planted,Non_pot,Private,Non_street
144,S03,Shrub,石斑木,,0.36,Planted,Non_pot,Private,Non_street
144,S05,Shrub,南天竹,,1.95,Planted,Non_pot,Private,Non_street
144,S04,Shrub,青木,,0.84,Planted,Non_pot,Private,Non_street
147,S09,Shrub,南天竹,,0.09,Spontaneous,Non_pot,Private,Non_street
147,S10,Shrub,南天竹,,0.18,Spontaneous,Non_pot,Private,Non_street
147,S06,Shrub,六月雪,,0.24,Planted,Non_pot,Private,Non_street
147,S08,Shrub,六月雪,,0.28,Planted,Non_pot,Private,Non_street
147,S07,Shrub,麻叶绣线菊,,0.33,Planted,Non_pot,Private,Non_street
147,S04,Shrub,皋月杜鹃,,0.15,Planted,Non_pot,Private,Non_street
147,S02,Shrub,胡椒木,,0.09,Planted,Non_pot,Private,Non_street
147,S01,Shrub,南天竹,,0.25,Planted,Non_pot,Private,Non_street
147,S11,Shrub,南天竹,,0.27,Planted,Non_pot,Private,Non_street
147,S05,Shrub,绣球,,0.0625,Planted,Non_pot,Private,Non_street
147,S03,Shrub,洋常春藤,,0.09,Planted,Non_pot,Private,Non_street
149,S01,Shrub,染井吉野樱,,0.04,Planted,Pot,Private,Non_street
149,南天竹,Shrub,南天竹,,0.0625,Planted,Pot,Private,Non_street
150,S21,Shrub,楝,,1,Spontaneous,Non_pot,Public,Non_street
150,S09,Shrub,南天竹,,0.16,Spontaneous,Non_pot,Public,Non_street
150,S27,Shrub,南天竹,,0.09,Spontaneous,Non_pot,Public,Non_street
150,S06,Shrub,女贞,,0.25,Spontaneous,Non_pot,Public,Non_street
150,S10,Shrub,樟树,,0.36,Spontaneous,Non_pot,Public,Non_street
150,S18,Shrub,樟树,,0.06,Spontaneous,Non_pot,Public,Non_street
150,S12,Shrub,珍珠绣线菊,,0.36,Planted,Non_pot,Public,Non_street
150,S13,Shrub,珍珠绣线菊,,0.39,Planted,Non_pot,Public,Non_street
150,S25,Shrub,珍珠绣线菊,,1,Planted,Non_pot,Public,Non_street
150,S07,Shrub,茶梅,,1,Planted,Non_pot,Public,Non_street
150,S15,Shrub,茶梅,,1.4,Planted,Non_pot,Public,Non_street
150,S19,Shrub,茶梅,,0.54,Planted,Non_pot,Public,Non_street
150,S22,Shrub,大花六道木,,6.25,Planted,Non_pot,Public,Non_street
150,S05,Shrub,皋月杜鹃,,4.2,Planted,Non_pot,Public,Non_street
150,S08,Shrub,石斑木,,0.09,Planted,Non_pot,Public,Non_street
150,S14,Shrub,石斑木,,0.16,Planted,Non_pot,Public,Non_street
150,S17,Shrub,石斑木,,1.1,Planted,Non_pot,Public,Non_street
150,S20,Shrub,石斑木,,0.27,Planted,Non_pot,Public,Non_street
150,S23,Shrub,石斑木,,1,Planted,Non_pot,Public,Non_street
150,S26,Shrub,石斑木,,0.04,Planted,Non_pot,Public,Non_street
150,S24,Shrub,南天竹,,1.3,Planted,Non_pot,Public,Non_street
150,S11,Shrub,平户杜鹃,,0.6,Planted,Non_pot,Public,Non_street
150,S16,Shrub,平户杜鹃,,1.2,Planted,Non_pot,Public,Non_street
150,S02,Shrub,楝,,1,Spontaneous,Non_pot,Private,Non_street
150,S03,Shrub,楝,,1.2,Spontaneous,Non_pot,Private,Non_street
150,S01,Shrub,石斑木,,4.95,Planted,Non_pot,Private,Non_street
150,S04,Shrub,石斑木,,3.78,Planted,Non_pot,Private,Non_street
150,S35,Shrub,紫茉莉,,0.05,Spontaneous,Non_pot,Public,Street
150,S32,Shrub,桑,,0.36,Spontaneous,Non_pot,Public,Street
150,S37,Shrub,乌冈栎,,0.3,Planted,Non_pot,Public,Street
150,S39,Shrub,茶梅,,7.2,Planted,Non_pot,Public,Street
150,S40,Shrub,大花六道木,,4.8,Planted,Non_pot,Public,Street
150,S41,Shrub,皋月杜鹃,,0.3,Planted,Non_pot,Public,Street
150,S42,Shrub,皋月杜鹃,,0.09,Planted,Non_pot,Public,Street
150,S28,Shrub,光叶石楠,,3.2,Planted,Non_pot,Public,Street
150,S30,Shrub,光叶石楠,,1.17,Planted,Non_pot,Public,Street
150,S31,Shrub,光叶石楠,,2.8,Planted,Non_pot,Public,Street
150,S33,Shrub,光叶石楠,,1.6,Planted,Non_pot,Public,Street
150,S34,Shrub,光叶石楠,,1.5,Planted,Non_pot,Public,Street
150,S38,Shrub,光叶石楠,,8.5,Planted,Non_pot,Public,Street
150,S29,Shrub,平户杜鹃,,0.54,Planted,Non_pot,Public,Street
150,S36,Shrub,栀子,,0.2,Planted,Non_pot,Public,Street
152,S10,Shrub,南天竹,,1,Spontaneous,Non_pot,Private,Non_street
152,S05,Shrub,铁冬青,,0.54,Planted,Pot,Private,Non_street
152,S06,Shrub,海南龙血树,,0.16,Planted,Pot,Private,Non_street
152,S07,Shrub,栎叶绣球,,0.16,Planted,Pot,Private,Non_street
152,S08,Shrub,绣球,,1,Planted,Pot,Private,Non_street
152,S09,Shrub,秋海棠,,0.09,Planted,Pot,Private,Non_street
152,S03,Shrub,洋常春藤,,0.12,Planted,Pot,Private,Non_street
152,S02,Shrub,茶梅,,1.96,Planted,Non_pot,Private,Non_street
152,S11,Shrub,齿叶冬青,,0.42,Planted,Non_pot,Private,Non_street
152,S04,Shrub,胡椒木,,0.36,Planted,Non_pot,Private,Non_street
152,S01,Shrub,南天竹,,0.09,Planted,Non_pot,Private,Non_street
152,S12,Shrub,南天竹,,0.25,Planted,Non_pot,Private,Non_street
155,S01,Shrub,燕子掌,,0.0625,Planted,Pot,Private,Non_street
155,S02,Shrub,瑞香,,0.09,Planted,Pot,Private,Non_street
155,S05,Shrub,绣球,,0.09,Planted,Pot,Private,Non_street
155,S06,Shrub,七叶一枝花,,0.1225,Planted,Pot,Private,Non_street
155,S12,Shrub,飘香藤,,0.09,Planted,Pot,Private,Non_street
155,S03,Shrub,花叶常春藤,,0.98,Planted,Pot,Private,Non_street
155,S04,Shrub,珍珠绣线菊,,0.04,Planted,Non_pot,Private,Non_street
155,S09,Shrub,南天竹,,0.36,Planted,Non_pot,Private,Non_street
155,S11,Shrub,南天竹,,0.2,Planted,Non_pot,Private,Non_street
155,S13,Shrub,南天竹,,0.14,Planted,Non_pot,Private,Non_street
155,S10,Shrub,天竺葵,,0.2025,Planted,Non_pot,Private,Non_street
155,S07,Shrub,绣球,,1.69,Planted,Non_pot,Private,Non_street
155,S08,Shrub,绣球,,1.69,Planted,Non_pot,Private,Non_street
156,S03,Shrub,柊树,,0.49,Planted,Non_pot,Private,Non_street
156,S02,Shrub,茶梅,,0.49,Planted,Non_pot,Private,Non_street
156,S01,Shrub,木犀,,0.49,Planted,Non_pot,Private,Non_street
156,S04,Shrub,木犀,,0.49,Planted,Non_pot,Private,Non_street
157,S02,Shrub,朴树,,0.42,Spontaneous,Non_pot,Private,Non_street
157,S04,Shrub,盐肤木,,0.24,Spontaneous,Non_pot,Private,Non_street
157,S01,Shrub,皋月杜鹃,,1,Planted,Non_pot,Private,Non_street
157,S03,Shrub,皋月杜鹃,,1.1,Planted,Non_pot,Private,Non_street
157,S05,Shrub,皋月杜鹃,,1.96,Planted,Non_pot,Private,Non_street
157,S06,Shrub,皋月杜鹃,,1.96,Planted,Non_pot,Private,Non_street
157,S07,Shrub,皋月杜鹃,,1.96,Planted,Non_pot,Private,Non_street
158,S01,Shrub,珍珠绣线菊,,3.6,Planted,Non_pot,Public,Street
158,S02,Shrub,珍珠绣线菊,,2.4,Planted,Non_pot,Public,Street
158,S08,Shrub,珍珠绣线菊,,0.18,Planted,Non_pot,Public,Street
158,S09,Shrub,珍珠绣线菊,,0.09,Planted,Non_pot,Public,Street
158,S12,Shrub,珍珠绣线菊,,0.12,Planted,Non_pot,Public,Street
158,S20,Shrub,珍珠绣线菊,,0.09,Planted,Non_pot,Public,Street
158,S26,Shrub,珍珠绣线菊,,0.18,Planted,Non_pot,Public,Street
158,S05,Shrub,久留美杜鹃,,0.18,Planted,Non_pot,Public,Street
158,S06,Shrub,久留美杜鹃,,0.09,Planted,Non_pot,Public,Street
158,S10,Shrub,久留美杜鹃,,0.48,Planted,Non_pot,Public,Street
158,S14,Shrub,久留美杜鹃,,0.24,Planted,Non_pot,Public,Street
158,S17,Shrub,久留美杜鹃,,0.15,Planted,Non_pot,Public,Street
158,S21,Shrub,久留美杜鹃,,0.09,Planted,Non_pot,Public,Street
158,S22,Shrub,久留美杜鹃,,0.09,Planted,Non_pot,Public,Street
158,S23,Shrub,久留美杜鹃,,0.15,Planted,Non_pot,Public,Street
158,S24,Shrub,久留美杜鹃,,0.12,Planted,Non_pot,Public,Street
158,S27,Shrub,久留美杜鹃,,0.12,Planted,Non_pot,Public,Street
158,S30,Shrub,久留美杜鹃,,0.18,Planted,Non_pot,Public,Street
158,S31,Shrub,久留美杜鹃,,0.09,Planted,Non_pot,Public,Street
158,S35,Shrub,久留美杜鹃,,1,Planted,Non_pot,Public,Street
158,S03,Shrub,石斑木,,0.15,Planted,Non_pot,Public,Street
158,S04,Shrub,石斑木,,0.55,Planted,Non_pot,Public,Street
158,S07,Shrub,金丝桃,,0.3,Planted,Non_pot,Public,Street
158,S11,Shrub,金丝桃,,0.54,Planted,Non_pot,Public,Street
158,S25,Shrub,金丝桃,,0.3,Planted,Non_pot,Public,Street
158,S33,Shrub,金丝桃,,0.9,Planted,Non_pot,Public,Street
158,S13,Shrub,柃木,,0.3,Planted,Non_pot,Public,Street
158,S15,Shrub,柃木,,0.72,Planted,Non_pot,Public,Street
158,S18,Shrub,柃木,,0.09,Planted,Non_pot,Public,Street
158,S28,Shrub,柃木,,0.15,Planted,Non_pot,Public,Street
158,S29,Shrub,柃木,,0.08,Planted,Non_pot,Public,Street
158,S32,Shrub,柃木,,0.1,Planted,Non_pot,Public,Street
158,S34,Shrub,柃木,,0.18,Planted,Non_pot,Public,Street
158,S36,Shrub,柃木,,0.18,Planted,Non_pot,Public,Street
158,S16,Shrub,平户杜鹃,,1.2,Planted,Non_pot,Public,Street
158,S19,Shrub,平户杜鹃,,0.5,Planted,Non_pot,Public,Street
159,S02,Shrub,冬青卫矛,,0.9,Planted,Non_pot,Private,Non_street
159,S03,Shrub,网脉丁香,,0.6,Planted,Non_pot,Private,Non_street
159,S01,Shrub,鸡爪槭,,0.9,Planted,Non_pot,Private,Non_street
159,S04,Shrub,南天竹,,0.36,Planted,Non_pot,Private,Non_street
159,S09,Shrub,南天竹,,1.2,Planted,Non_pot,Private,Non_street
159,S07,Shrub,女贞,,0.6,Planted,Non_pot,Private,Non_street
159,S08,Shrub,平户杜鹃,,0.72,Planted,Non_pot,Private,Non_street
159,S10,Shrub,青冈,,1.6,Planted,Non_pot,Private,Non_street
159,S05,Shrub,青木,,0.9,Planted,Non_pot,Private,Non_street
159,S06,Shrub,洋火棘,,0.48,Planted,Non_pot,Private,Non_street
161,S01,Shrub,皋月杜鹃,,6.5,Planted,Non_pot,Private,Non_street
161,S02,Shrub,皋月杜鹃,,4.5,Planted,Non_pot,Private,Non_street
163,S07,Shrub,香椿,,0.9,Spontaneous,Non_pot,Public,Non_street
163,S10,Shrub,洋火棘,,1.08,Spontaneous,Non_pot,Public,Street
163,S11,Shrub,南天竹,,0.36,Spontaneous,Non_pot,Public,Street
163,S12,Shrub,南天竹,,0.81,Spontaneous,Non_pot,Public,Street
163,S06,Shrub,桑,,1.56,Planted,Non_pot,Public,Street
163,S05,Shrub,糙叶树,,0.81,Planted,Non_pot,Public,Street
163,S09,Shrub,南天竹,,1.44,Planted,Non_pot,Public,Street
163,S01,Shrub,平户杜鹃,,2.94,Planted,Non_pot,Public,Street
163,S02,Shrub,平户杜鹃,,5.04,Planted,Non_pot,Public,Street
163,S03,Shrub,平户杜鹃,,0.72,Planted,Non_pot,Public,Street
163,S04,Shrub,平户杜鹃,,3.6,Planted,Non_pot,Public,Street
163,S08,Shrub,平户杜鹃,,8.26,Planted,Non_pot,Public,Street
164,S02,Shrub,合欢,,3.6,Spontaneous,Non_pot,Private,Non_street
164,S01,Shrub,乌桕,,0.84,Spontaneous,Non_pot,Private,Non_street
165,S21,Shrub,绣球,,0.25,Planted,Pot,Private,Non_street
165,S30,Shrub,绣球,,0.09,Planted,Pot,Private,Non_street
165,S22,Shrub,赤松,,0.09,Planted,Pot,Private,Non_street
165,S29,Shrub,赤松,,0.15,Planted,Pot,Private,Non_street
165,S23,Shrub,矮棕竹,,0.25,Planted,Pot,Private,Non_street
165,S25,Shrub,富宁槭,,0.36,Planted,Pot,Private,Non_street
165,S24,Shrub,木犀,,1,Planted,Pot,Private,Non_street
165,S26,Shrub,山茶,,0.64,Planted,Non_pot,Private,Non_street
165,S28,Shrub,台湾吊钟花,,1.44,Planted,Non_pot,Private,Non_street
165,S32,Shrub,台湾吊钟花,,1.44,Planted,Non_pot,Private,Non_street
165,S33,Shrub,台湾吊钟花,,1.44,Planted,Non_pot,Private,Non_street
165,S01,Shrub,茶梅,,6.5,Planted,Non_pot,Private,Non_street
165,S04,Shrub,茶梅,,1.8,Planted,Non_pot,Private,Non_street
165,S03,Shrub,齿叶冬青,,1,Planted,Non_pot,Private,Non_street
165,S06,Shrub,齿叶冬青,,1.21,Planted,Non_pot,Private,Non_street
165,S08,Shrub,齿叶冬青,,0.64,Planted,Non_pot,Private,Non_street
165,S10,Shrub,齿叶冬青,,1.32,Planted,Non_pot,Private,Non_street
165,S12,Shrub,齿叶冬青,,1,Planted,Non_pot,Private,Non_street
165,S14,Shrub,齿叶冬青,,1,Planted,Non_pot,Private,Non_street
165,S16,Shrub,齿叶冬青,,1.21,Planted,Non_pot,Private,Non_street
165,S18,Shrub,齿叶冬青,,0.81,Planted,Non_pot,Private,Non_street
165,S05,Shrub,皋月杜鹃,,1.21,Planted,Non_pot,Private,Non_street
165,S07,Shrub,皋月杜鹃,,1.43,Planted,Non_pot,Private,Non_street
165,S09,Shrub,皋月杜鹃,,1.21,Planted,Non_pot,Private,Non_street
165,S11,Shrub,皋月杜鹃,,1.43,Planted,Non_pot,Private,Non_street
165,S13,Shrub,皋月杜鹃,,1.32,Planted,Non_pot,Private,Non_street
165,S34,Shrub,皋月杜鹃,,0.9,Planted,Non_pot,Private,Non_street
165,S27,Shrub,鸡爪槭,,1.32,Planted,Non_pot,Private,Non_street
165,S02,Shrub,南天竹,,1,Planted,Non_pot,Private,Non_street
165,S15,Shrub,平户杜鹃,,0.81,Planted,Non_pot,Private,Non_street
165,S17,Shrub,平户杜鹃,,1.35,Planted,Non_pot,Private,Non_street
165,S19,Shrub,平户杜鹃,,1.5,Planted,Non_pot,Private,Non_street
165,S31,Shrub,青木,,1,Planted,Non_pot,Private,Non_street
167,S01,Shrub,滨柃,,1,Planted,Non_pot,Public,Non_street
167,S02,Shrub,滨柃,,1,Planted,Non_pot,Public,Non_street
167,S03,Shrub,滨柃,,1,Planted,Non_pot,Public,Non_street
167,S04,Shrub,滨柃,,1.3,Planted,Non_pot,Public,Non_street
167,S05,Shrub,滨柃,,6.3,Planted,Non_pot,Public,Non_street
167,S07,Shrub,金钟花,,1.56,Planted,Non_pot,Public,Street
167,S12,Shrub,粉花绣线菊,,0.04,Planted,Non_pot,Public,Street
167,S13,Shrub,粉花绣线菊,,0.06,Planted,Non_pot,Public,Street
167,S06,Shrub,茶梅,,1.56,Planted,Non_pot,Public,Street
167,S08,Shrub,茶梅,,0.45,Planted,Non_pot,Public,Street
167,S11,Shrub,茶梅,,0.45,Planted,Non_pot,Public,Street
167,S09,Shrub,石斑木,,0.25,Planted,Non_pot,Public,Street
167,S10,Shrub,石斑木,,0.75,Planted,Non_pot,Public,Street
171,S02,Shrub,南天竹,,0.09,Spontaneous,Non_pot,Private,Non_street
171,S01,Shrub,朴树,,0.16,Spontaneous,Non_pot,Private,Non_street
171,S03,Shrub,朴树,,0.3,Spontaneous,Non_pot,Private,Non_street
172,S01,Shrub,紫薇,,0.42,Planted,Non_pot,Public,Non_street
172,S02,Shrub,紫薇,,0.42,Planted,Non_pot,Public,Non_street
172,S03,Shrub,紫薇,,0.36,Planted,Non_pot,Public,Non_street
172,S04,Shrub,紫薇,,0.16,Planted,Non_pot,Public,Non_street
172,S05,Shrub,紫薇,,0.09,Planted,Non_pot,Public,Non_street
172,S06,Shrub,紫薇,,0.09,Planted,Non_pot,Public,Non_street
172,S07,Shrub,紫薇,,0.09,Planted,Non_pot,Public,Non_street
172,S08,Shrub,紫薇,,0.04,Planted,Non_pot,Public,Non_street
172,S09,Shrub,紫薇,,0.04,Planted,Non_pot,Public,Non_street
172,S10,Shrub,紫薇,,0.04,Planted,Non_pot,Public,Non_street
172,S11,Shrub,紫薇,,0.105,Planted,Non_pot,Public,Non_street
175,S01,Shrub,南天竹,,0.36,Planted,Pot,Private,Non_street
175,S02,Shrub,矮棕竹,,0.25,Planted,Pot,Private,Non_street
175,S03,Shrub,南天竹,,0.09,Planted,Pot,Private,Non_street
175,S04,Shrub,大果柏,,0.09,Planted,Non_pot,Private,Non_street
175,S05,Shrub,大果柏,,0.16,Planted,Non_pot,Private,Non_street
175,S06,Shrub,月桂,,1,Planted,Non_pot,Private,Non_street
175,S07,Shrub,银叶桉,,1,Planted,Non_pot,Private,Non_street
176,S01,Shrub,红豆杉,,0.04,Planted,Pot,Private,Non_street
176,S02,Shrub,红豆杉,,1.44,Planted,Pot,Private,Non_street
176,S03,Shrub,矮棕竹,,1.21,Planted,Pot,Private,Non_street
176,S04,Shrub,海南龙血树,,0.49,Planted,Pot,Private,Non_street
176,S16,Shrub,海南龙血树,,0.18,Planted,Pot,Private,Non_street
176,S11,Shrub,绣球,,0.25,Planted,Pot,Private,Non_street
176,S14,Shrub,绣球,,0.09,Planted,Pot,Private,Non_street
176,S12,Shrub,洋火棘,,0.04,Planted,Pot,Private,Non_street
176,S13,Shrub,迷迭香,,0.2025,Planted,Pot,Private,Non_street
176,S09,Shrub,厚皮香,,1,Planted,Pot,Private,Non_street
176,S15,Shrub,南天竹,,0.09,Planted,Pot,Private,Non_street
176,S10,Shrub,栀子,,0.6,Planted,Pot,Private,Non_street
176,S05,Shrub,平户杜鹃,,0.3025,Planted,Non_pot,Private,Non_street
176,S07,Shrub,鹅掌柴,,1,Planted,Non_pot,Private,Non_street
176,S06,Shrub,光叶石楠,,0.09,Planted,Non_pot,Private,Non_street
176,S08,Shrub,南天竹,,0.12,Planted,Non_pot,Private,Non_street
177,S09,Shrub,月季花,,0.09,Spontaneous,Non_pot,Public,Non_street
177,S02,Shrub,朴树,,0.18,Spontaneous,Non_pot,Public,Non_street
177,S03,Shrub,朴树,,0.09,Spontaneous,Non_pot,Public,Non_street
177,S04,Shrub,朴树,,0.18,Spontaneous,Non_pot,Public,Non_street
177,S06,Shrub,朴树,,0.09,Spontaneous,Non_pot,Public,Non_street
177,S07,Shrub,朴树,,0.12,Spontaneous,Non_pot,Public,Non_street
177,S05,Shrub,久留美杜鹃,,0.09,Planted,Non_pot,Public,Non_street
177,S08,Shrub,绣球,,0.84,Planted,Non_pot,Public,Non_street
177,S10,Shrub,皋月杜鹃,,1.08,Planted,Non_pot,Public,Non_street
177,S11,Shrub,皋月杜鹃,,1.62,Planted,Non_pot,Public,Non_street
177,S01,Shrub,平户杜鹃,,5.4,Planted,Non_pot,Public,Non_street
179,S01,Shrub,海南龙血树,,0.24,Planted,Pot,Private,Non_street
183,S15,Shrub,山茶,,0.49,Planted,Non_pot,Private,Non_street
183,S01,Shrub,迷迭香,,0.36,Planted,Non_pot,Private,Non_street
